,Rating,Installs,Type,Price
9665,0.0,50,0,0.0
9700,0.0,50,0,1.9
9715,0.0,50,0,0.9
9884,0.0,50,0,0.0
9902,0.0,50,0,0.0
9927,0.0,50,0,0.0
9994,0.0,50,0,0.0
10053,0.0,50,0,1.9
10078,0.0,50,0,0.0
10108,0.0,50,0,0.0
10232,0.0,50,0,0.0
10314,0.0,50,0,0.0
10369,0.0,50,0,0.0
10497,0.0,50,0,0.0
10535,0.0,50,0,0.0
10537,0.0,50,0,0.0
10543,0.0,50,0,0.0
10546,0.0,50,0,0.0
10622,0.0,50,0,0.0
10626,0.0,50,0,0.0
10653,0.0,50,0,0.0
10699,0.0,50,0,0.0
10798,0.0,50,0,1.0
10821,0.0,50,0,0.0
5151,1.0,50,0,0.0
5978,1.0,50,0,1.4
8875,1.0,50,0,0.0
6622,2.0,50,0,0.0
8571,2.0,50,0,0.9
6119,3.0,50,0,0.0
8364,3.0,50,0,8.9
8853,3.0,50,0,2.9
9334,3.0,50,0,2.9
10703,3.0,50,0,0.0
4521,4.0,50,0,1.7
4553,4.0,50,0,0.0
5257,4.0,50,0,0.9
6287,4.0,50,0,0.0
6744,4.0,50,0,0.0
6920,4.0,50,0,0.0
7046,4.0,50,0,0.0
7398,4.0,50,0,0.0
8212,4.0,50,0,2.9
9057,4.0,50,0,0.9
9063,4.0,50,0,1.4
9297,4.0,50,0,0.0
9906,4.0,50,0,0.0
10675,4.0,50,0,0.9
2452,5.0,50,0,0.0
2455,5.0,50,0,0.0
5108,5.0,50,0,0.0
5263,5.0,50,0,0.9
5506,5.0,50,0,0.0
5795,5.0,50,0,0.0
5966,5.0,50,0,1.7
6363,5.0,50,0,0.0
6398,5.0,50,0,0.0
6605,5.0,50,0,0.0
6646,5.0,50,0,0.0
6726,5.0,50,0,0.0
6727,5.0,50,0,0.0
6953,5.0,50,0,0.0
7136,5.0,50,0,0.0
7142,5.0,50,0,0.0
7534,5.0,50,0,0.0
7754,5.0,50,0,0.0
7805,5.0,50,0,0.0
7896,5.0,50,0,0.0
8063,5.0,50,0,0.0
9056,5.0,50,0,1.9
9089,5.0,50,0,0.0
9188,5.0,50,0,0.0
9194,5.0,50,0,0.0
9290,5.0,50,0,0.0
9301,5.0,50,0,0.0
9503,5.0,50,0,0.0
9705,5.0,50,0,0.0
9911,5.0,50,0,0.0
10349,5.0,50,0,0.0
10659,5.0,50,0,0.0
479,0.0,100,0,2.9
480,0.0,100,0,3.9
620,0.0,100,0,0.0
628,0.0,100,0,0.0
631,0.0,100,0,0.0
637,0.0,100,0,0.0
642,0.0,100,0,0.0
643,0.0,100,0,0.0
1024,0.0,100,0,0.0
1025,0.0,100,0,0.0
1032,0.0,100,0,0.0
1043,0.0,100,0,0.0
1046,0.0,100,0,0.0
2280,0.0,100,0,24.9
2419,0.0,100,0,24.9
2431,0.0,100,0,0.0
2432,0.0,100,0,0.0
2435,0.0,100,0,0.0
2436,0.0,100,0,0.0
2438,0.0,100,0,0.0
2441,0.0,100,0,0.0
2456,0.0,100,0,0.0
2479,0.0,100,0,0.0
2481,0.0,100,0,0.0
2529,0.0,100,0,0.0
3959,0.0,100,0,1.4
4273,0.0,100,0,0.0
4308,0.0,100,0,0.0
4431,0.0,100,0,0.9
4562,0.0,100,0,0.0
4845,0.0,100,0,5.9
5029,0.0,100,0,0.0
5051,0.0,100,0,5.0
5052,0.0,100,0,0.0
5059,0.0,100,0,0.0
5061,0.0,100,0,0.0
5068,0.0,100,0,0.0
5072,0.0,100,0,0.0
5096,0.0,100,0,0.0
5099,0.0,100,0,0.0
5101,0.0,100,0,0.0
5107,0.0,100,0,0.0
5109,0.0,100,0,0.0
5115,0.0,100,0,0.0
5119,0.0,100,0,0.0
5120,0.0,100,0,0.0
5122,0.0,100,0,0.0
5131,0.0,100,0,0.0
5132,0.0,100,0,0.0
5135,0.0,100,0,0.0
5141,0.0,100,0,0.0
5142,0.0,100,0,0.0
5147,0.0,100,0,0.0
5152,0.0,100,0,0.0
5154,0.0,100,0,0.0
5155,0.0,100,0,0.0
5162,0.0,100,0,0.0
5163,0.0,100,0,0.0
5164,0.0,100,0,0.0
5165,0.0,100,0,0.0
5168,0.0,100,0,0.0
5169,0.0,100,0,0.0
5177,0.0,100,0,0.0
5213,0.0,100,0,0.0
5217,0.0,100,0,2.9
5232,0.0,100,0,0.0
5243,0.0,100,0,0.0
5249,0.0,100,0,0.0
5250,0.0,100,0,0.0
5255,0.0,100,0,0.0
5270,0.0,100,0,0.0
5274,0.0,100,0,0.0
5281,0.0,100,0,0.0
5290,0.0,100,0,0.0
5303,0.0,100,0,0.0
5407,0.0,100,0,0.0
5457,0.0,100,0,0.0
5498,0.0,100,0,0.0
5669,0.0,100,0,0.0
5676,0.0,100,0,0.0
5688,0.0,100,0,0.0
5739,0.0,100,0,19.9
5754,0.0,100,0,0.0
5756,0.0,100,0,1.9
5757,0.0,100,0,0.0
5788,0.0,100,0,0.0
5792,0.0,100,0,0.0
5809,0.0,100,0,0.0
5810,0.0,100,0,0.0
5839,0.0,100,0,0.0
5841,0.0,100,0,0.0
5918,0.0,100,0,0.0
5923,0.0,100,0,0.0
5927,0.0,100,0,1.4
5967,0.0,100,0,0.0
5985,0.0,100,0,0.0
5991,0.0,100,0,0.0
5998,0.0,100,0,0.0
6085,0.0,100,0,0.0
6122,0.0,100,0,0.0
6147,0.0,100,0,0.0
6149,0.0,100,0,0.0
6152,0.0,100,0,0.0
6153,0.0,100,0,0.0
6162,0.0,100,0,0.0
6173,0.0,100,0,0.0
6176,0.0,100,0,0.0
6186,0.0,100,0,0.0
6233,0.0,100,0,0.0
6237,0.0,100,0,0.0
6250,0.0,100,0,0.0
6260,0.0,100,0,0.0
6318,0.0,100,0,0.0
6320,0.0,100,0,0.0
6325,0.0,100,0,0.0
6333,0.0,100,0,0.0
6367,0.0,100,0,0.0
6393,0.0,100,0,0.0
6394,0.0,100,0,0.0
6425,0.0,100,0,3.9
6433,0.0,100,0,0.0
6435,0.0,100,0,0.0
6436,0.0,100,0,0.0
6456,0.0,100,0,0.0
6460,0.0,100,0,0.0
6464,0.0,100,0,0.0
6475,0.0,100,0,0.0
6492,0.0,100,0,0.0
6502,0.0,100,0,0.0
6518,0.0,100,0,0.0
6555,0.0,100,0,1.9
6567,0.0,100,0,0.9
6606,0.0,100,0,0.0
6623,0.0,100,0,0.0
6634,0.0,100,0,0.0
6644,0.0,100,0,0.0
6659,0.0,100,0,0.0
6665,0.0,100,0,0.0
6667,0.0,100,0,0.0
6669,0.0,100,0,0.0
6683,0.0,100,0,0.0
6689,0.0,100,0,0.0
6701,0.0,100,0,0.0
6733,0.0,100,0,0.0
6734,0.0,100,0,0.0
6738,0.0,100,0,0.0
6743,0.0,100,0,0.0
6795,0.0,100,0,0.0
6800,0.0,100,0,0.0
6803,0.0,100,0,0.0
6817,0.0,100,0,0.0
6819,0.0,100,0,0.0
6829,0.0,100,0,0.0
6835,0.0,100,0,0.0
6838,0.0,100,0,0.0
6843,0.0,100,0,0.0
6853,0.0,100,0,0.0
6859,0.0,100,0,0.0
6862,0.0,100,0,0.0
6864,0.0,100,0,0.0
6866,0.0,100,0,0.0
6868,0.0,100,0,0.0
6871,0.0,100,0,0.0
6875,0.0,100,0,0.0
6912,0.0,100,0,0.0
6916,0.0,100,0,0.0
6918,0.0,100,0,0.0
6933,0.0,100,0,0.0
6937,0.0,100,0,0.0
6950,0.0,100,0,0.0
6952,0.0,100,0,0.0
6954,0.0,100,0,0.0
6959,0.0,100,0,0.0
6967,0.0,100,0,0.0
7038,0.0,100,0,0.0
7058,0.0,100,0,0.0
