,Rating,Installs,Type,Price
8205,4.0,5000,0,0.0
8237,4.0,5000,0,0.0
8276,4.0,5000,0,0.0
8279,4.0,5000,0,0.0
8286,4.0,5000,0,2.9
8288,4.0,5000,0,0.0
8524,4.0,5000,0,0.0
8546,4.0,5000,0,0.0
8558,4.0,5000,0,0.0
8574,4.0,5000,0,1.9
8604,4.0,5000,0,4.4
8677,4.0,5000,0,0.0
8685,4.0,5000,0,0.0
8691,4.0,5000,0,0.0
8699,4.0,5000,0,0.0
8704,4.0,5000,0,0.0
8705,4.0,5000,0,0.0
8709,4.0,5000,0,0.0
8803,4.0,5000,0,0.0
8962,4.0,5000,0,0.0
8989,4.0,5000,0,0.0
9005,4.0,5000,0,0.0
9026,4.0,5000,0,1.0
9029,4.0,5000,0,0.0
9032,4.0,5000,0,0.0
9046,4.0,5000,0,0.0
9049,4.0,5000,0,0.0
9050,4.0,5000,0,0.0
9051,4.0,5000,0,0.0
9062,4.0,5000,0,0.0
9106,4.0,5000,0,0.0
9116,4.0,5000,0,0.0
9121,4.0,5000,0,0.0
9135,4.0,5000,0,0.0
9197,4.0,5000,0,0.0
9308,4.0,5000,0,0.0
9483,4.0,5000,0,0.0
9505,4.0,5000,0,0.0
9506,4.0,5000,0,0.0
9528,4.0,5000,0,0.0
9592,4.0,5000,0,0.9
9740,4.0,5000,0,0.0
9768,4.0,5000,0,0.0
9769,4.0,5000,0,0.0
9829,4.0,5000,0,0.0
9965,4.0,5000,0,0.0
10022,4.0,5000,0,0.0
10045,4.0,5000,0,0.0
10064,4.0,5000,0,0.0
10071,4.0,5000,0,0.0
10074,4.0,5000,0,0.0
10088,4.0,5000,0,0.0
10154,4.0,5000,0,0.0
10156,4.0,5000,0,0.0
10162,4.0,5000,0,0.0
10223,4.0,5000,0,0.0
10227,4.0,5000,0,0.0
10258,4.0,5000,0,0.0
10261,4.0,5000,0,0.0
10303,4.0,5000,0,0.0
10309,4.0,5000,0,0.0
10321,4.0,5000,0,0.0
10398,4.0,5000,0,0.0
10409,4.0,5000,0,0.0
10460,4.0,5000,0,1.0
10575,4.0,5000,0,0.0
10586,4.0,5000,0,0.9
10587,4.0,5000,0,0.0
10589,4.0,5000,0,0.0
10594,4.0,5000,0,1.9
10595,4.0,5000,0,0.0
10607,4.0,5000,0,0.0
10614,4.0,5000,0,0.0
10617,4.0,5000,0,0.0
10635,4.0,5000,0,0.0
10756,4.0,5000,0,0.0
10800,4.0,5000,0,0.0
10827,4.0,5000,0,0.0
10836,4.0,5000,0,0.0
7514,5.0,5000,0,0.0
8058,5.0,5000,0,0.0
8260,5.0,5000,0,0.0
129,0.0,10000,0,0.0
130,0.0,10000,0,0.0
134,0.0,10000,0,0.0
163,0.0,10000,0,0.0
1013,0.0,10000,0,0.0
1180,0.0,10000,0,0.0
1455,0.0,10000,0,0.0
1489,0.0,10000,0,0.0
1519,0.0,10000,0,0.0
1530,0.0,10000,0,0.0
1536,0.0,10000,0,0.0
1539,0.0,10000,0,0.0
1552,0.0,10000,0,0.0
2503,0.0,10000,0,0.0
3577,0.0,10000,0,0.0
3579,0.0,10000,0,0.0
3580,0.0,10000,0,0.0
3603,0.0,10000,0,0.0
3616,0.0,10000,0,0.0
4315,0.0,10000,0,0.0
5208,0.0,10000,0,0.0
5687,0.0,10000,0,0.0
5694,0.0,10000,0,0.0
5840,0.0,10000,0,0.0
7034,0.0,10000,0,0.0
7343,0.0,10000,0,0.0
7396,0.0,10000,0,0.0
7407,0.0,10000,0,0.0
7516,0.0,10000,0,0.0
8209,0.0,10000,0,0.0
8340,0.0,10000,0,0.0
8562,0.0,10000,0,0.0
8928,0.0,10000,0,0.0
8985,0.0,10000,0,0.0
9097,0.0,10000,0,0.0
9257,0.0,10000,0,0.0
9423,0.0,10000,0,0.0
9481,0.0,10000,0,0.0
10109,0.0,10000,0,0.0
10368,0.0,10000,0,0.0
10401,0.0,10000,0,0.0
10813,0.0,10000,0,0.0
10818,0.0,10000,0,0.0
10824,0.0,10000,0,0.0
4006,1.0,10000,0,0.0
4522,1.0,10000,0,0.0
4726,1.0,10000,0,0.0
4925,1.0,10000,0,0.0
8221,1.0,10000,0,0.0
9176,1.0,10000,0,0.0
528,2.0,10000,0,0.0
588,2.0,10000,0,0.0
681,2.0,10000,0,0.0
694,2.0,10000,0,0.0
2411,2.0,10000,0,0.0
2492,2.0,10000,0,0.0
3961,2.0,10000,0,0.0
4253,2.0,10000,0,0.0
4375,2.0,10000,0,0.0
4651,2.0,10000,0,0.0
4653,2.0,10000,0,0.0
4657,2.0,10000,0,0.0
4912,2.0,10000,0,0.0
4913,2.0,10000,0,0.0
4926,2.0,10000,0,0.0
5039,2.0,10000,0,0.0
5137,2.0,10000,0,0.0
5236,2.0,10000,0,0.0
5514,2.0,10000,0,0.0
5556,2.0,10000,0,0.0
5580,2.0,10000,0,0.0
5660,2.0,10000,0,0.9
6127,2.0,10000,0,0.0
6141,2.0,10000,0,0.0
6221,2.0,10000,0,0.0
6308,2.0,10000,0,0.0
6582,2.0,10000,0,0.0
6716,2.0,10000,0,0.0
6718,2.0,10000,0,0.0
6790,2.0,10000,0,0.0
6884,2.0,10000,0,0.0
7103,2.0,10000,0,0.0
7238,2.0,10000,0,0.0
7413,2.0,10000,0,0.0
7456,2.0,10000,0,0.0
7644,2.0,10000,0,0.0
7653,2.0,10000,0,0.0
7746,2.0,10000,0,0.0
7838,2.0,10000,0,0.0
7912,2.0,10000,0,0.0
7914,2.0,10000,0,0.0
7966,2.0,10000,0,0.0
7991,2.0,10000,0,0.0
8387,2.0,10000,0,0.0
8422,2.0,10000,0,0.0
8543,2.0,10000,0,0.0
8553,2.0,10000,0,0.0
8585,2.0,10000,0,0.0
8716,2.0,10000,0,0.0
8932,2.0,10000,0,0.0
8936,2.0,10000,0,0.0
8970,2.0,10000,0,0.0
8979,2.0,10000,0,0.0
9270,2.0,10000,0,0.0
9288,2.0,10000,0,0.0
9948,2.0,10000,0,0.0
10076,2.0,10000,0,0.0
10129,2.0,10000,0,0.0
10136,2.0,10000,0,0.0
10397,2.0,10000,0,0.0
10424,2.0,10000,0,0.0
10428,2.0,10000,0,0.0
10624,2.0,10000,0,0.0
10665,2.0,10000,0,0.0
28,3.0,10000,0,0.0
65,3.0,10000,0,0.0
324,3.0,10000,0,0.0
572,3.0,10000,0,0.0
582,3.0,10000,0,0.0
594,3.0,10000,0,0.0
655,3.0,10000,0,0.0
1618,3.0,10000,0,0.0
2178,3.0,10000,0,4.9
2258,3.0,10000,0,2.9
2345,3.0,10000,0,0.0
2412,3.0,10000,0,0.0
2418,3.0,10000,0,2.9
2515,3.0,10000,0,0.0
2520,3.0,10000,0,0.0
3709,3.0,10000,0,0.0
3882,3.0,10000,0,0.0
3954,3.0,10000,0,0.0
3955,3.0,10000,0,0.0
4135,3.0,10000,0,0.0
4167,3.0,10000,0,0.0
4204,3.0,10000,0,0.0
4210,3.0,10000,0,0.0
4251,3.0,10000,0,0.0
4258,3.0,10000,0,0.0
4356,3.0,10000,0,0.0
4362,3.0,10000,0,399.9
4367,3.0,10000,0,400.0
4373,3.0,10000,0,0.0
4386,3.0,10000,0,0.0
4400,3.0,10000,0,0.9
4414,3.0,10000,0,0.0
4429,3.0,10000,0,2.4
4467,3.0,10000,0,0.0
4497,3.0,10000,0,0.0
4510,3.0,10000,0,0.0
4512,3.0,10000,0,0.0
4514,3.0,10000,0,0.0
4529,3.0,10000,0,0.0
4544,3.0,10000,0,0.0
4608,3.0,10000,0,0.0
4639,3.0,10000,0,0.0
4646,3.0,10000,0,0.0
4650,3.0,10000,0,0.0
4670,3.0,10000,0,0.0
4701,3.0,10000,0,0.0
4707,3.0,10000,0,0.0
4832,3.0,10000,0,0.0
4843,3.0,10000,0,0.0
4897,3.0,10000,0,0.0
4907,3.0,10000,0,0.0
4921,3.0,10000,0,0.0
4939,3.0,10000,0,0.0
4961,3.0,10000,0,0.0
5013,3.0,10000,0,0.0
5031,3.0,10000,0,0.0
5035,3.0,10000,0,0.0
5045,3.0,10000,0,0.0
5054,3.0,10000,0,0.0
5085,3.0,10000,0,0.0
5091,3.0,10000,0,0.0
5117,3.0,10000,0,0.0
5143,3.0,10000,0,0.0
5186,3.0,10000,0,0.0
5192,3.0,10000,0,0.0
5220,3.0,10000,0,0.0
5222,3.0,10000,0,0.0
5282,3.0,10000,0,0.0
5285,3.0,10000,0,0.0
5295,3.0,10000,0,0.0
5305,3.0,10000,0,0.0
5352,3.0,10000,0,0.0
5355,3.0,10000,0,299.9
5366,3.0,10000,0,389.9
5368,3.0,10000,0,0.0
5439,3.0,10000,0,0.0
5454,3.0,10000,0,0.0
5469,3.0,10000,0,0.0
5503,3.0,10000,0,0.0
5549,3.0,10000,0,0.0
5552,3.0,10000,0,0.0
5559,3.0,10000,0,0.0
5563,3.0,10000,0,0.0
5572,3.0,10000,0,0.0
5654,3.0,10000,0,0.0
5661,3.0,10000,0,0.0
5671,3.0,10000,0,0.0
5705,3.0,10000,0,0.0
5722,3.0,10000,0,0.0
5726,3.0,10000,0,0.0
5783,3.0,10000,0,0.0
5786,3.0,10000,0,0.0
5801,3.0,10000,0,0.0
5808,3.0,10000,0,0.0
5814,3.0,10000,0,0.0
5844,3.0,10000,0,0.0
5858,3.0,10000,0,0.0
5878,3.0,10000,0,0.0
5887,3.0,10000,0,0.0
5892,3.0,10000,0,0.0
5897,3.0,10000,0,0.0
5919,3.0,10000,0,0.0
6040,3.0,10000,0,0.0
6090,3.0,10000,0,0.0
6091,3.0,10000,0,0.0
6137,3.0,10000,0,0.0
6224,3.0,10000,0,0.0
6268,3.0,10000,0,0.0
6271,3.0,10000,0,0.0
6274,3.0,10000,0,0.0
6312,3.0,10000,0,0.0
6385,3.0,10000,0,0.0
6404,3.0,10000,0,0.0
6410,3.0,10000,0,0.0
6423,3.0,10000,0,0.0
6458,3.0,10000,0,0.0
6461,3.0,10000,0,0.0
6511,3.0,10000,0,0.0
6514,3.0,10000,0,0.0
6525,3.0,10000,0,0.0
6539,3.0,10000,0,0.0
6540,3.0,10000,0,0.0
6556,3.0,10000,0,0.0
6563,3.0,10000,0,0.0
6581,3.0,10000,0,0.0
6583,3.0,10000,0,0.0
6735,3.0,10000,0,0.0
6758,3.0,10000,0,0.0
6769,3.0,10000,0,0.0
6770,3.0,10000,0,0.0
6775,3.0,10000,0,0.0
6791,3.0,10000,0,0.0
6814,3.0,10000,0,0.0
6922,3.0,10000,0,0.0
6943,3.0,10000,0,2.9
6945,3.0,10000,0,0.0
6963,3.0,10000,0,0.0
6981,3.0,10000,0,0.0
7052,3.0,10000,0,0.0
7075,3.0,10000,0,0.0
7082,3.0,10000,0,0.0
7090,3.0,10000,0,0.0
7091,3.0,10000,0,0.0
7150,3.0,10000,0,0.0
7162,3.0,10000,0,0.0
7175,3.0,10000,0,0.0
7191,3.0,10000,0,0.0
7194,3.0,10000,0,0.0
7450,3.0,10000,0,0.0
7495,3.0,10000,0,0.0
7513,3.0,10000,0,0.0
7568,3.0,10000,0,0.0
7569,3.0,10000,0,0.0
7614,3.0,10000,0,1.9
7620,3.0,10000,0,2.9
7628,3.0,10000,0,0.0
7631,3.0,10000,0,0.0
7641,3.0,10000,0,0.0
7671,3.0,10000,0,0.0
7676,3.0,10000,0,0.0
7701,3.0,10000,0,0.0
7762,3.0,10000,0,0.0
7779,3.0,10000,0,0.0
7816,3.0,10000,0,0.0
7820,3.0,10000,0,0.0
7890,3.0,10000,0,0.0
7900,3.0,10000,0,0.0
7908,3.0,10000,0,0.0
7915,3.0,10000,0,0.0
7919,3.0,10000,0,0.0
7925,3.0,10000,0,0.0
7928,3.0,10000,0,0.0
7946,3.0,10000,0,0.0
7951,3.0,10000,0,0.0
7952,3.0,10000,0,0.0
7965,3.0,10000,0,0.0
7975,3.0,10000,0,0.0
7983,3.0,10000,0,0.0
8044,3.0,10000,0,0.0
8061,3.0,10000,0,0.0
8074,3.0,10000,0,4.9
8092,3.0,10000,0,0.0
8122,3.0,10000,0,0.0
8129,3.0,10000,0,0.0
8133,3.0,10000,0,0.0
8170,3.0,10000,0,0.0
8191,3.0,10000,0,2.9
8207,3.0,10000,0,0.0
8231,3.0,10000,0,0.0
8233,3.0,10000,0,0.0
8284,3.0,10000,0,0.0
8363,3.0,10000,0,0.0
8367,3.0,10000,0,0.0
8380,3.0,10000,0,0.0
8409,3.0,10000,0,0.0
8416,3.0,10000,0,0.0
8475,3.0,10000,0,0.0
8476,3.0,10000,0,0.0
8481,3.0,10000,0,0.0
8584,3.0,10000,0,0.0
8703,3.0,10000,0,0.0
8734,3.0,10000,0,0.0
8790,3.0,10000,0,0.0
8841,3.0,10000,0,3.2
8890,3.0,10000,0,3.9
8892,3.0,10000,0,0.0
8944,3.0,10000,0,0.0
8950,3.0,10000,0,4.9
8961,3.0,10000,0,0.0
8991,3.0,10000,0,0.0
9000,3.0,10000,0,0.0
9013,3.0,10000,0,0.0
9065,3.0,10000,0,2.9
9070,3.0,10000,0,0.0
9086,3.0,10000,0,0.0
9129,3.0,10000,0,0.0
9177,3.0,10000,0,0.0
9212,3.0,10000,0,0.0
9214,3.0,10000,0,0.0
9219,3.0,10000,0,0.0
9229,3.0,10000,0,0.0
9230,3.0,10000,0,0.0
9241,3.0,10000,0,0.0
9244,3.0,10000,0,0.0
9269,3.0,10000,0,0.0
9276,3.0,10000,0,0.0
9280,3.0,10000,0,0.0
9364,3.0,10000,0,0.0
9403,3.0,10000,0,0.0
9407,3.0,10000,0,0.0
9416,3.0,10000,0,0.0
9433,3.0,10000,0,0.0
9497,3.0,10000,0,0.0
9725,3.0,10000,0,0.0
9747,3.0,10000,0,0.0
9749,3.0,10000,0,0.0
9756,3.0,10000,0,0.0
9877,3.0,10000,0,0.0
9881,3.0,10000,0,0.0
9922,3.0,10000,0,0.0
9940,3.0,10000,0,0.0
9953,3.0,10000,0,0.0
10003,3.0,10000,0,0.0
10012,3.0,10000,0,0.0
10128,3.0,10000,0,0.0
10142,3.0,10000,0,0.0
10143,3.0,10000,0,0.0
10150,3.0,10000,0,0.0
10152,3.0,10000,0,0.0
10158,3.0,10000,0,0.0
10204,3.0,10000,0,0.0
10229,3.0,10000,0,0.0
10235,3.0,10000,0,0.0
10250,3.0,10000,0,0.0
10259,3.0,10000,0,0.0
10267,3.0,10000,0,0.0
10291,3.0,10000,0,0.0
10307,3.0,10000,0,0.0
10313,3.0,10000,0,0.0
10341,3.0,10000,0,0.0
10446,3.0,10000,0,2.9
10448,3.0,10000,0,0.9
10451,3.0,10000,0,0.0
10467,3.0,10000,0,0.0
10470,3.0,10000,0,0.0
10477,3.0,10000,0,0.0
10520,3.0,10000,0,0.0
10581,3.0,10000,0,0.0
10600,3.0,10000,0,0.0
10603,3.0,10000,0,0.0
10619,3.0,10000,0,0.0
10620,3.0,10000,0,0.0
10633,3.0,10000,0,0.0
10639,3.0,10000,0,0.0
10648,3.0,10000,0,0.0
10678,3.0,10000,0,0.0
10733,3.0,10000,0,0.0
10768,3.0,10000,0,0.0
10779,3.0,10000,0,0.0
10782,3.0,10000,0,16.9
10828,3.0,10000,0,0.0
0,4.0,10000,0,0.0
9,4.0,10000,0,0.0
17,4.0,10000,0,0.0
25,4.0,10000,0,0.0
34,4.0,10000,0,0.0
38,4.0,10000,0,0.0
40,4.0,10000,0,0.0
44,4.0,10000,0,0.0
60,4.0,10000,0,0.0
108,4.0,10000,0,0.0
111,4.0,10000,0,0.0
114,4.0,10000,0,0.0
115,4.0,10000,0,0.0
116,4.0,10000,0,0.0
121,4.0,10000,0,0.0
127,4.0,10000,0,0.0
135,4.0,10000,0,0.0
138,4.0,10000,0,0.0
295,4.0,10000,0,0.0
305,4.0,10000,0,0.0
306,4.0,10000,0,0.0
307,4.0,10000,0,0.0
308,4.0,10000,0,0.0
309,4.0,10000,0,0.0
323,4.0,10000,0,0.0
331,4.0,10000,0,0.0
460,4.0,10000,0,0.0
476,4.0,10000,0,3.9
498,4.0,10000,0,0.0
552,4.0,10000,0,0.0
567,4.0,10000,0,0.0
571,4.0,10000,0,3.9
573,4.0,10000,0,0.0
589,4.0,10000,0,0.0
592,4.0,10000,0,0.0
598,4.0,10000,0,0.0
607,4.0,10000,0,0.0
609,4.0,10000,0,0.0
677,4.0,10000,0,0.0
680,4.0,10000,0,0.0
686,4.0,10000,0,0.0
687,4.0,10000,0,0.0
689,4.0,10000,0,0.0
692,4.0,10000,0,0.0
752,4.0,10000,0,0.0
768,4.0,10000,0,0.0
769,4.0,10000,0,0.0
775,4.0,10000,0,0.0
822,4.0,10000,0,0.0
987,4.0,10000,0,0.0
1010,4.0,10000,0,0.0
1021,4.0,10000,0,0.0
1089,4.0,10000,0,0.0
1166,4.0,10000,0,0.0
1224,4.0,10000,0,0.0
1227,4.0,10000,0,3.4
1335,4.0,10000,0,3.9
1471,4.0,10000,0,0.0
1486,4.0,10000,0,0.0
1515,4.0,10000,0,0.0
1538,4.0,10000,0,0.0
1545,4.0,10000,0,0.0
1624,4.0,10000,0,0.0
1630,4.0,10000,0,0.0
2061,4.0,10000,0,0.0
2147,4.0,10000,0,0.0
2152,4.0,10000,0,4.9
2153,4.0,10000,0,3.9
2177,4.0,10000,0,2.9
2190,4.0,10000,0,2.9
2191,4.0,10000,0,3.9
2203,4.0,10000,0,2.9
2204,4.0,10000,0,3.9
2244,4.0,10000,0,0.9
2245,4.0,10000,0,5.4
2246,4.0,10000,0,9.9
2247,4.0,10000,0,6.9
2248,4.0,10000,0,10.0
2254,4.0,10000,0,11.9
2267,4.0,10000,0,2.9
2277,4.0,10000,0,24.9
2279,4.0,10000,0,1.9
2283,4.0,10000,0,2.9
2293,4.0,10000,0,7.9
2296,4.0,10000,0,3.9
2315,4.0,10000,0,0.0
2353,4.0,10000,0,0.0
2369,4.0,10000,0,0.0
2370,4.0,10000,0,0.0
2373,4.0,10000,0,0.0
2377,4.0,10000,0,0.0
2378,4.0,10000,0,9.9
2380,4.0,10000,0,10.0
2381,4.0,10000,0,0.0
2382,4.0,10000,0,0.0
2395,4.0,10000,0,11.9
2397,4.0,10000,0,0.0
2398,4.0,10000,0,6.9
2399,4.0,10000,0,5.4
2405,4.0,10000,0,0.0
2407,4.0,10000,0,24.9
2490,4.0,10000,0,0.0
2500,4.0,10000,0,0.0
2511,4.0,10000,0,0.0
2519,4.0,10000,0,0.0
2524,4.0,10000,0,0.0
2525,4.0,10000,0,0.0
2536,4.0,10000,0,0.0
2539,4.0,10000,0,0.0
3051,4.0,10000,0,0.0
3059,4.0,10000,0,0.0
3078,4.0,10000,0,0.0
3408,4.0,10000,0,0.9
3441,4.0,10000,0,9.9
3575,4.0,10000,0,0.0
3582,4.0,10000,0,0.0
3590,4.0,10000,0,0.0
3593,4.0,10000,0,0.0
3595,4.0,10000,0,0.0
3609,4.0,10000,0,0.0
3611,4.0,10000,0,0.0
3624,4.0,10000,0,0.0
3629,4.0,10000,0,0.0
3763,4.0,10000,0,0.0
3887,4.0,10000,0,0.0
3890,4.0,10000,0,0.0
3965,4.0,10000,0,3.9
3997,4.0,10000,0,2.9
4003,4.0,10000,0,0.9
4008,4.0,10000,0,0.0
4014,4.0,10000,0,0.0
4018,4.0,10000,0,0.0
4028,4.0,10000,0,0.0
4029,4.0,10000,0,0.0
4108,4.0,10000,0,4.9
4143,4.0,10000,0,0.0
4157,4.0,10000,0,0.0
4180,4.0,10000,0,0.0
4195,4.0,10000,0,0.0
4202,4.0,10000,0,0.0
4203,4.0,10000,0,17.9
4214,4.0,10000,0,0.0
4271,4.0,10000,0,0.0
4275,4.0,10000,0,0.0
4276,4.0,10000,0,0.0
4277,4.0,10000,0,0.0
4282,4.0,10000,0,4.9
4306,4.0,10000,0,0.0
4311,4.0,10000,0,0.0
4317,4.0,10000,0,0.0
4318,4.0,10000,0,0.0
4319,4.0,10000,0,0.0
4350,4.0,10000,0,0.0
4359,4.0,10000,0,0.0
4371,4.0,10000,0,0.0
4372,4.0,10000,0,0.0
4376,4.0,10000,0,0.0
4378,4.0,10000,0,0.0
4388,4.0,10000,0,0.0
4394,4.0,10000,0,0.0
4405,4.0,10000,0,2.9
4411,4.0,10000,0,3.9
4418,4.0,10000,0,0.0
4419,4.0,10000,0,4.9
4423,4.0,10000,0,0.9
4427,4.0,10000,0,1.9
4461,4.0,10000,0,0.9
4473,4.0,10000,0,0.0
4479,4.0,10000,0,0.0
4481,4.0,10000,0,0.0
4484,4.0,10000,0,0.0
4486,4.0,10000,0,0.0
4490,4.0,10000,0,0.0
4523,4.0,10000,0,0.0
4540,4.0,10000,0,0.0
4541,4.0,10000,0,0.0
4596,4.0,10000,0,0.0
4606,4.0,10000,0,2.9
4613,4.0,10000,0,4.9
4619,4.0,10000,0,4.9
4621,4.0,10000,0,0.9
4636,4.0,10000,0,0.0
4660,4.0,10000,0,0.0
4663,4.0,10000,0,2.4
4699,4.0,10000,0,0.0
4711,4.0,10000,0,14.9
4731,4.0,10000,0,0.0
4733,4.0,10000,0,0.0
4741,4.0,10000,0,0.0
4743,4.0,10000,0,1.9
4759,4.0,10000,0,1.9
4766,4.0,10000,0,0.0
4769,4.0,10000,0,0.9
4779,4.0,10000,0,0.9
4789,4.0,10000,0,1.9
4838,4.0,10000,0,0.0
4840,4.0,10000,0,0.0
4844,4.0,10000,0,2.5
4852,4.0,10000,0,0.0
4876,4.0,10000,0,0.0
4879,4.0,10000,0,0.0
4882,4.0,10000,0,1.5
4887,4.0,10000,0,0.0
4891,4.0,10000,0,0.0
4911,4.0,10000,0,0.0
4927,4.0,10000,0,0.0
4946,4.0,10000,0,1.4
4951,4.0,10000,0,1.9
4955,4.0,10000,0,2.9
4958,4.0,10000,0,1.9
4964,4.0,10000,0,2.9
4966,4.0,10000,0,0.0
4980,4.0,10000,0,2.9
4996,4.0,10000,0,0.0
5019,4.0,10000,0,0.0
5020,4.0,10000,0,0.0
5021,4.0,10000,0,0.0
5022,4.0,10000,0,0.0
5025,4.0,10000,0,0.0
5026,4.0,10000,0,0.0
5038,4.0,10000,0,0.0
5046,4.0,10000,0,0.0
5084,4.0,10000,0,0.0
5089,4.0,10000,0,0.0
5103,4.0,10000,0,0.0
5121,4.0,10000,0,0.0
5188,4.0,10000,0,0.0
5194,4.0,10000,0,0.0
5227,4.0,10000,0,0.0
5248,4.0,10000,0,0.0
5278,4.0,10000,0,0.0
5316,4.0,10000,0,0.0
5317,4.0,10000,0,0.0
5318,4.0,10000,0,0.0
5336,4.0,10000,0,0.0
5341,4.0,10000,0,4.4
5354,4.0,10000,0,399.9
5361,4.0,10000,0,18.9
5367,4.0,10000,0,4.9
5370,4.0,10000,0,0.0
5378,4.0,10000,0,0.0
5406,4.0,10000,0,0.0
5445,4.0,10000,0,0.0
5452,4.0,10000,0,0.0
5453,4.0,10000,0,0.0
5455,4.0,10000,0,0.0
5462,4.0,10000,0,0.0
5468,4.0,10000,0,0.0
5471,4.0,10000,0,0.0
5472,4.0,10000,0,0.0
5473,4.0,10000,0,0.0
5528,4.0,10000,0,0.0
5551,4.0,10000,0,0.0
5553,4.0,10000,0,0.0
5570,4.0,10000,0,0.0
5646,4.0,10000,0,0.0
5668,4.0,10000,0,0.0
5674,4.0,10000,0,0.0
5681,4.0,10000,0,0.0
5686,4.0,10000,0,0.0
5692,4.0,10000,0,0.0
5698,4.0,10000,0,0.0
5717,4.0,10000,0,0.0
5723,4.0,10000,0,0.0
5767,4.0,10000,0,0.9
5780,4.0,10000,0,0.0
5785,4.0,10000,0,0.0
5842,4.0,10000,0,0.0
5848,4.0,10000,0,0.0
5850,4.0,10000,0,0.0
5871,4.0,10000,0,0.0
5877,4.0,10000,0,0.0
5879,4.0,10000,0,0.0
5880,4.0,10000,0,0.0
5885,4.0,10000,0,0.0
5889,4.0,10000,0,0.0
5893,4.0,10000,0,0.0
5898,4.0,10000,0,0.0
5903,4.0,10000,0,0.0
5906,4.0,10000,0,0.0
5907,4.0,10000,0,0.0
5920,4.0,10000,0,0.0
5922,4.0,10000,0,0.0
5926,4.0,10000,0,0.0
5929,4.0,10000,0,0.0
5930,4.0,10000,0,0.0
5931,4.0,10000,0,0.0
5935,4.0,10000,0,0.0
5939,4.0,10000,0,0.0
5975,4.0,10000,0,0.0
5979,4.0,10000,0,0.0
6001,4.0,10000,0,0.0
6006,4.0,10000,0,0.0
6007,4.0,10000,0,0.0
6014,4.0,10000,0,0.0
6017,4.0,10000,0,0.0
6020,4.0,10000,0,0.0
6029,4.0,10000,0,0.0
6031,4.0,10000,0,0.0
6062,4.0,10000,0,0.0
6076,4.0,10000,0,0.0
6089,4.0,10000,0,0.0
6098,4.0,10000,0,0.0
6116,4.0,10000,0,0.0
6131,4.0,10000,0,0.0
6189,4.0,10000,0,0.0
6197,4.0,10000,0,0.0
6198,4.0,10000,0,7.9
6215,4.0,10000,0,0.0
6245,4.0,10000,0,0.0
6254,4.0,10000,0,0.0
6265,4.0,10000,0,0.0
6273,4.0,10000,0,0.0
6276,4.0,10000,0,0.0
6280,4.0,10000,0,0.0
6309,4.0,10000,0,0.0
6321,4.0,10000,0,0.0
6323,4.0,10000,0,0.0
6348,4.0,10000,0,0.0
6361,4.0,10000,0,1.9
6370,4.0,10000,0,0.0
6378,4.0,10000,0,0.0
6380,4.0,10000,0,0.0
6383,4.0,10000,0,0.0
6387,4.0,10000,0,0.0
6388,4.0,10000,0,0.0
6390,4.0,10000,0,0.0
6395,4.0,10000,0,0.0
6397,4.0,10000,0,0.0
6401,4.0,10000,0,0.0
6402,4.0,10000,0,0.0
6405,4.0,10000,0,0.0
6416,4.0,10000,0,0.0
6420,4.0,10000,0,0.0
6431,4.0,10000,0,0.0
6438,4.0,10000,0,0.0
6440,4.0,10000,0,1.9
6447,4.0,10000,0,0.0
6462,4.0,10000,0,0.0
6471,4.0,10000,0,0.0
6489,4.0,10000,0,0.0
6505,4.0,10000,0,0.0
6507,4.0,10000,0,0.0
6515,4.0,10000,0,0.0
6522,4.0,10000,0,0.0
6535,4.0,10000,0,0.0
6537,4.0,10000,0,0.0
6550,4.0,10000,0,0.0
6574,4.0,10000,0,0.0
6584,4.0,10000,0,0.9
6594,4.0,10000,0,0.0
6597,4.0,10000,0,0.0
6599,4.0,10000,0,0.0
6600,4.0,10000,0,0.0
6621,4.0,10000,0,0.0
6626,4.0,10000,0,0.0
6647,4.0,10000,0,0.0
6660,4.0,10000,0,0.0
6684,4.0,10000,0,0.0
6690,4.0,10000,0,0.0
6694,4.0,10000,0,0.0
6705,4.0,10000,0,0.0
6709,4.0,10000,0,0.0
6747,4.0,10000,0,0.0
6749,4.0,10000,0,0.0
6759,4.0,10000,0,0.0
6771,4.0,10000,0,0.0
6794,4.0,10000,0,0.0
6796,4.0,10000,0,2.5
6813,4.0,10000,0,0.0
6822,4.0,10000,0,0.0
6847,4.0,10000,0,0.0
6898,4.0,10000,0,0.0
6901,4.0,10000,0,0.0
6906,4.0,10000,0,0.0
6924,4.0,10000,0,0.0
6931,4.0,10000,0,0.0
6949,4.0,10000,0,0.0
6975,4.0,10000,0,0.0
7041,4.0,10000,0,0.0
7065,4.0,10000,0,0.0
7076,4.0,10000,0,0.0
7099,4.0,10000,0,0.0
7112,4.0,10000,0,0.0
7137,4.0,10000,0,0.0
7165,4.0,10000,0,7.9
7192,4.0,10000,0,0.0
7196,4.0,10000,0,4.9
7198,4.0,10000,0,2.9
7201,4.0,10000,0,0.0
7260,4.0,10000,0,0.0
7282,4.0,10000,0,0.0
7284,4.0,10000,0,0.0
7288,4.0,10000,0,0.0
7292,4.0,10000,0,0.0
7295,4.0,10000,0,0.0
7310,4.0,10000,0,0.0
7315,4.0,10000,0,0.0
7316,4.0,10000,0,0.0
7341,4.0,10000,0,0.0
7357,4.0,10000,0,14.9
